X,Y,stntype,name,address1,address2,city,state,zipcode,Full_Address,Latitude,Longitude,code,stationnam
-13702580.53,5473964.996,TRAIN,Amtrak Station,433 Willamette Street,,Eugene,OR,97401,Amtrak Station 433 Willamette Street  Eugene OR 97401 ,44.0551854,-123.0923267,EUG,"Eugene, OR"
-13603004.99,6102764.353,TRAIN,,3201 Smith Avenue,,Everett,WA,98201, 3201 Smith Avenue  Everett WA 98201 ,47.975286,-122.1972744,EVR,"Everett, WA"
-8257934.916,4967696.563,TRAIN,Liberty International Airport,3 Brewster Road,,Newark,NJ,7114,Liberty International Airport 3 Brewster Road  Newark NJ 7114 ,40.6895314,-74.1744624,EWR,"Newark, NJ"
-7899086.418,5309084.682,TRAIN,,60 Lincoln Street,,Exeter,NH,3833, 60 Lincoln Street  Exeter NH 3833 ,42.9810332,-70.9586853,EXR,"Exeter, NH"
-8418170.798,4868747.163,TRAIN,,445 Walkertown Road,,Exton,PA,19341, 445 Walkertown Road  Exton PA 19341 ,40.01991,-75.6214796,EXT,"Exton, PA"
-10774099.33,5922670.199,TRAIN,,420 4th Street North,,Fargo,ND,58102, 420 4th Street North  Fargo ND 58102 ,46.8809716,-96.785096,FAR,"Fargo, ND"
-8781414.726,4171357.927,TRAIN,,472 Hay Street,,Fayetteville,NC,28301, 472 Hay Street  Fayetteville NC 28301 ,35.0550969,-78.8847487,FAY,"Fayetteville, NC"
-8622496.662,4621668.84,TRAIN,,200 Lafayette Boulevard,,Fredericksburg,VA,22401, 200 Lafayette Boulevard  Fredericksburg VA 22401 ,38.2960889,-77.4612034,FBG,"Fredericksburg, VA"
-8190949.523,5353099.96,TRAIN,,70 East Street,,Fort Edward,NY,12828, 70 East Street  Fort Edward NY 12828 ,43.2693154,-73.5809676,FED,"Fort Edward-Glens Falls, NY"
-13577408.89,4619854.848,TRAIN,,4921 Vanden Road,,Fairfield,CA,94533, 4921 Vanden Road  Fairfield CA 94533 ,38.2867319,-121.9690528,FFV,"Fairfield-Vacaville, CA"
-12428696.7,4190736.669,TRAIN,Amtrak Station,1 East Route 66,,Flagstaff,AZ,86001,Amtrak Station 1 East Route 66  Flagstaff AZ 86001 ,35.1973203,-111.6491951,FLG,"Flagstaff, AZ"
-9312068.284,5314321.242,TRAIN,,1407 South Dort Highway,,Flint,MI,48503, 1407 South Dort Highway  Flint MI 48503 ,43.0132589,-83.6542545,FLN,"Flint, MI"
-8878515.18,4055576.299,TRAIN,,805 East Day Street,,Florence,SC,29506, 805 East Day Street  Florence SC 29506 ,34.1993194,-79.7575335,FLO,"Florence, SC"
-10167587.18,4956833.384,TRAIN,,1601 20th Street,,Fort Madison,IA,52627, 1601 20th Street  Fort Madison IA 52627 ,40.6223036,-91.3379791,FMD,"Fort Madison, IA"
-11555277.94,4901926.441,TRAIN,,South Ensign Street and Main Street,,Fort Morgan,CO,80701, South Ensign Street and Main Street  Fort Morgan CO 80701 ,40.2471069,-103.8028126,FMG,"Fort Morgan, CO"
-13581813.79,4517327.016,TRAIN,Amtrak/ACE Station,37260 Fremont Boulevard,,Fremont,CA,94536,Amtrak/ACE Station 37260 Fremont Boulevard  Fremont CA 94536 ,37.5591357,-122.007382,FMT,"Fremont, CA"
-13334175.74,4402714.197,TRAIN,,2650 Tulare Street,,Fresno,CA,93721, 2650 Tulare Street  Fresno CA 93721 ,36.7384626,-119.7827285,FNO,"Fresno, CA"
-7950441.784,5202413.235,TRAIN,,417 Waverly Street,,Framingham,MA,1702, 417 Waverly Street  Framingham MA 1702 ,42.2765968,-71.4178303,FRA,"Framingham, MA"
-7803758.836,5443037.24,TRAIN,,23 Depot Road,,Freeport,ME,4032, 23 Depot Road  Freeport ME 4032 ,43.8551267,-70.1022496,FRE,"Freeport, ME"
-8169702.08,5442844.718,TRAIN,,NYS Hwy 74 and Sandy Redoubt,,Ticonderoga,NY,12883, NYS Hwy 74 and Sandy Redoubt  Ticonderoga NY 12883 ,43.8523594,-73.3881202,FTC,"Ticonderoga, NY"
-8924483.876,3013859.415,TRAIN,,200 Southwest 21st Terrace,,Fort Lauderdale,FL,33312, 200 Southwest 21st Terrace  Fort Lauderdale FL 33312 ,26.1197235,-80.1697006,FTL,"Fort Lauderdale, FL"
-9895053.466,4373201.58,TRAIN,,21 Newton Road,,Fulton,KY,42041, 21 Newton Road  Fulton KY 42041 ,36.5235701,-88.887283,FTN,"Fulton, KY"
-10834356.53,3862507.463,TRAIN,,1001 Jones Street,,Fort Worth,TX,76102, 1001 Jones Street  Fort Worth TX 76102 ,32.750908,-97.3253916,FTW,"Fort Worth, TX"
-13127112.85,4011221.956,TRAIN,,120 East Santa Fe Avenue,,Fullerton,CA,92832, 120 East Santa Fe Avenue  Fullerton CA 92832 ,33.8689101,-117.9228766,FUL,"Fullerton, CA"
-13577306.13,4495959.78,TRAIN,Great America,5099 Stars and Stripes Drive,,Santa Clara,CA,95054,Great America 5099 Stars and Stripes Drive  Santa Clara CA 95054 ,37.4064495,-121.9669427,GAC,"Santa Clara, CA"
-9034953.626,4200523.822,TRAIN,,350 Hancock Street,,Gastonia,NC,28054, 350 Hancock Street  Gastonia NC 28054 ,35.2692415,-81.1624108,GAS,"Gastonia, NC"
-10059286.98,5004186.214,TRAIN,,225 South Seminary Street,,Galesburg,IL,61401, 225 South Seminary Street  Galesburg IL 61401 ,40.9446655,-90.3639127,GBB,"Galesburg, IL"
-11229160.49,4574393.912,TRAIN,,100 North 7th Street,,Garden City,KS,67846, 100 North 7th Street  Garden City KS 67846 ,37.965114,-100.8726264,GCK,"Garden City, KS"
-13164518.33,4045425.493,TRAIN,,400 West Cerritos Avenue,,Glendale,CA,91204, 400 West Cerritos Avenue  Glendale CA 91204 ,34.1246317,-118.2600713,GDL,"Glendale, CA"
-8081880.315,5249086.994,TRAIN,,12 Olive Street,,Greenfield,MA,1301, 12 Olive Street  Greenfield MA 1301 ,42.5858644,-72.600656,GFD,"Greenfield, MA"
-10810329.74,6093145.732,TRAIN,,5555 DeMers Avenue,,Grand Forks,ND,58201, 5555 DeMers Avenue  Grand Forks ND 58201 ,47.9174399,-97.1108348,GFK,"Grand Forks, ND"
-11870687.47,6139334.251,TRAIN,,424 1st Avenue South,,Glasgow,MT,59230, 424 1st Avenue South  Glasgow MT 59230 ,48.1949707,-106.6357033,GGW,"Glasgow, MT"
-12085950.42,4730897.81,TRAIN,,339 South 1st Street,,Grand Junction,CO,81501, 339 South 1st Street  Grand Junction CO 81501 ,39.0646037,-108.5705833,GJT,"Grand Junction, CO"
-10813675.93,3978581.193,TRAIN,,605 East California Street,,Gainesville,TX,76240, 605 East California Street  Gainesville TX 76240 ,33.6249511,-97.1406912,GLE,"Gainesville, TX"
-9795899.313,4975911.757,TRAIN,,800 US Highway 24 West,,Gilman,IL,60938, 800 US Highway 24 West  Gilman IL 60938 ,40.7617,-87.9956,GLM,"Gilman, IL"
-9774471.099,5172227.59,TRAIN,,1116 Depot Street,,Glenview,IL,60025, 1116 Depot Street  Glenview IL 60025 ,42.0747612,-87.805821,GLN,"Glenview, IL"
-12104943.6,4236029.383,TRAIN,,201 East Highway 66,,Gallup,NM,87301, 201 East Highway 66  Gallup NM 87301 ,35.5292522,-108.7401194,GLP,"Gallup, NM"
-8856350.304,5341846.299,TRAIN,,99 Ontario Street,,Grimsby,ON,L3M 3H6, 99 Ontario Street  Grimsby ON L3M 3H6 ,43.1959479,-79.5580391,GMS,"Grimsby, ON"
-8855119.976,4910362.66,TRAIN,Amtrak Station,Harrison Avenue and Seton Hill Drive,,Greensburg,PA,15601,Amtrak Station Harrison Avenue and Seton Hill Drive  Greensburg PA 15601 ,40.3045368,-79.5470014,GNB,"Greensburg, PA"
-9330766.107,4067661.001,TRAIN,,116 Industrial Boulevard,,Gainesville,GA,30501, 116 Industrial Boulevard  Gainesville GA 30501 ,34.2887696,-83.8195821,GNS,"Gainesville, GA"
-12603541.14,6180762.433,TRAIN,,400 Highway 49 North,,East Glacier Park,MT,59434, 400 Highway 49 North  East Glacier Park MT 59434 ,48.488626,-113.2569543,GPK,"East Glacier Park, MT"
-11792687.4,4878184.734,TRAIN,,438 Railroad Avenue,,Granby,CO,80446, 438 Railroad Avenue  Granby CO 80446 ,40.0841356,-105.935498,GRA,"Granby, CO"
-12263538.33,4720532.145,TRAIN,,250 South Broadway,,Green River,UT,84525, 250 South Broadway  Green River UT 84525 ,38.9924432,-110.1651437,GRI,"Green River, UT"
-8881857.448,4310230.564,TRAIN,,236 East Washington Street,,Greensboro,NC,27401, 236 East Washington Street  Greensboro NC 27401 ,36.0692113,-79.7880786,GRO,"Greensboro, NC"
-9537013.762,5305245.988,TRAIN,,440 Century Avenue SW,,Grand Rapids,MI,49503, 440 Century Avenue SW  Grand Rapids MI 49503 ,42.9556801,-85.6723122,GRR,"Grand Rapids, MI"
-9174227.707,4144636.26,TRAIN,,1120 West Washington Street,,Greenville,SC,29601, 1120 West Washington Street  Greenville SC 29601 ,34.8585515,-82.4135657,GRV,"Greenville, SC"
-11947167.16,4800461.535,TRAIN,,413 7th Street,,Glenwood Springs,CO,81601, 413 7th Street  Glenwood Springs CO 81601 ,39.5480187,-107.323191,GSC,"Glenwood Springs, CO"
-13340873.37,4087731.523,TRAIN,,25 South La Patera Lane,,Goleta,CA,93117, 25 South La Patera Lane  Goleta CA 93117 ,34.4376026,-119.8429508,GTA,"Goleta, CA"
-13422172.01,4158844.866,TRAIN,,330 Guadalupe Street,,Guadalupe,CA,93434, 330 Guadalupe Street  Guadalupe CA 93434 ,34.9629155,-120.5734858,GUA,"Guadalupe, CA"
-13428389.88,4180372.785,TRAIN,,180 West Grand Avenue,,Grover Beach,CA,93433, 180 West Grand Avenue  Grover Beach CA 93433 ,35.1211896,-120.6293751,GVB,"Grover Beach, CA"
-10038397.59,3964151.906,TRAIN,,Carrollton Avenue and East Gibson Street,,Greenwood,MS,38930, Carrollton Avenue and East Gibson Street  Greenwood MS 38930 ,33.5171152,-90.1763225,GWD,"Greenwood, MS"
-8872076.685,4148083.557,TRAIN,,2 Main Street,,Hamlet,NC,28345, 2 Main Street  Hamlet NC 28345 ,34.8836323,-79.6990522,HAM,"Hamlet, NC"
-8558048.571,4904097.24,TRAIN,,4th and Chestnut Streets,,Harrisburg,PA,17101, 4th and Chestnut Streets  Harrisburg PA 17101 ,40.2622118,-76.8776627,HAR,"Harrisburg, PA"
-10952451.14,4951215.53,TRAIN,,501 West First Street,,Hastings,NE,68901, 501 West First Street  Hastings NE 68901 ,40.5841321,-98.38763,HAS,"Hastings, NE"
-12209339.7,6199599.975,TRAIN,,235 Main Street,,Havre,MT,59501, 235 Main Street  Havre MT 59501 ,48.5546259,-109.6783908,HAV,"Havre, MT"
-13592030.81,4532349.945,TRAIN,,22555 Meekland Avenue,,Hayward,CA,94541, 22555 Meekland Avenue  Hayward CA 94541 ,37.6659579,-122.0993518,HAY,"Hayward, CA"
-10062653.32,3745121.218,TRAIN,,North Ragsdale Avenue and East Conway Street,,Hazlehurst,MS,39083, North Ragsdale Avenue and East Conway Street  Hazlehurst MS 39083 ,31.8631484,-90.3943616,HAZ,"Hazlehurst, MS"
-9939324.204,3675279.984,TRAIN,,308 Newman Street,,Hattiesburg,MS,39401, 308 Newman Street  Hattiesburg MS 39401 ,31.3276725,-89.2858805,HBG,"Hattiesburg, MS"
-10178226.53,4679829.698,TRAIN,,301 Wharf Street,,Hermann,MO,65041, 301 Wharf Street  Hermann MO 65041 ,38.7073149,-91.4324647,HEM,"Hermann, MO"
-12340200.3,4820133.792,TRAIN,,1 Depot Street,,Helper,UT,84526, 1 Depot Street  Helper UT 84526 ,39.6839805,-110.8537552,HER,"Helper, UT"
-8090846.986,5126404.924,TRAIN,,One Union Place,,Hartford,CT,6103, One Union Place  Hartford CT 6103 ,41.7691586,-72.6811698,HFD,"Hartford, CT"
-8652984.304,4768254.801,TRAIN,,Potomac Street & Shenandoah Street,,Harpers Ferry,WV,25425, Potomac Street & Shenandoah Street  Harpers Ferry WV 25425 ,39.3232101,-77.7297743,HFY,"Harpers Ferry, WV"
-8684231.926,4936479.287,TRAIN,,Fourth and Allegheny Streets,,Huntingdon,PA,16652, Fourth and Allegheny Streets  Huntingdon PA 16652 ,40.483665,-78.01178,HGD,"Huntingdon, PA"
-7913299.137,5277530.079,TRAIN,,Washington Street at Railroad Square,,Haverhill,MA,1832, Washington Street at Railroad Square  Haverhill MA 1832 ,42.77268,-71.0858893,HHL,"Haverhill, MA"
-9004882.454,4533621.645,TRAIN,,100 Second Avenue,,Hinton,WV,25951, 100 Second Avenue  Hinton WV 25951 ,37.6747772,-80.8922735,HIN,"Hinton, WV"
-11061956.93,4929494.559,TRAIN,,100 West Avenue,,Holdrege,NE,68949, 100 West Avenue  Holdrege NE 68949 ,40.4361094,-99.371292,HLD,"Holdrege, NE"
-8082052.189,5191611.542,TRAIN,,74 Main Street,,Holyoke,MA,1041, 74 Main Street  Holyoke MA 1041 ,42.2041539,-72.602311,HLK,"Holyoke, MA"
-10070203.23,3568911.835,TRAIN,,404 N.W. Railroad Avenue,,Hammond,LA,70401, 404 N.W. Railroad Avenue  Hammond LA 70401 ,30.5072065,-90.4621964,HMD,"Hammond, LA"
-9741180.88,5114828.813,TRAIN,,1135 North Calumet Avenue,,Hammond,IN,46320, 1135 North Calumet Avenue  Hammond IN 46320 ,41.6911269,-87.5066324,HMI,"Hammond-Whiting, IN"
-9759234.011,5095660.822,TRAIN,,18015 Park Avenue,,Homewood,IL,60430, 18015 Park Avenue  Homewood IL 60430 ,41.5627893,-87.6680631,HMW,"Homewood, IL"
-13319580.64,4345583.154,TRAIN,,200 Santa Fe Avenue #A,,Hanford,CA,93230, 200 Santa Fe Avenue #A  Hanford CA 93230 ,36.325931,-119.6519535,HNF,"Hanford, CA"
-8924248.323,3000523.391,TRAIN,,3001 Hollywood Boulevard,,Hollywood,FL,33021, 3001 Hollywood Boulevard  Hollywood FL 33021 ,26.0113617,-80.1677251,HOL,"Hollywood, FL"
-9584225.039,5280229.619,TRAIN,,171 Lincoln Avenue,,Holland,MI,49423, 171 Lincoln Avenue  Holland MI 49423 ,42.7910624,-86.0964176,HOM,"Holland, MI"
-10418642.03,3984432.109,TRAIN,,100 East Division Street,,Hope,AR,71801, 100 East Division Street  Hope AR 71801 ,33.6689789,-93.5923037,HOP,"Hope, AR"
-10616265.21,3473666.974,TRAIN,Amtrak Station,902 Washington Avenue,,Houston,TX,77002,Amtrak Station 902 Washington Avenue  Houston TX 77002 ,29.7674,-95.3675056,HOS,"Houston, TX"
-8906238.316,4294724.825,TRAIN,,100 West High Avenue,,High Point,NC,27260, 100 West High Avenue  High Point NC 27260 ,35.9572874,-80.00611,HPT,"High Point, NC"
-8215125.779,5199088.571,TRAIN,,69 South Front Street,,Hudson,NY,12534, 69 South Front Street  Hudson NY 12534 ,42.2540423,-73.7977469,HUD,"Hudson, NY"
-9177149.757,4638335.982,TRAIN,,1050 8th Avenue,,Huntington,WV,25701, 1050 8th Avenue  Huntington WV 25701 ,38.4159306,-82.4396658,HUN,"Huntington, WV"
-10901688.08,4587299.977,TRAIN,,North Walnut Street & East 3rd Avenue,,Hutchinson,KS,67501, North Walnut Street & East 3rd Avenue  Hutchinson KS 67501 ,38.0559773,-97.9302107,HUT,"Hutchinson, KS"
-10511868.17,4734130.348,TRAIN,,600 South Grand Avenue,,Independence,MO,64050, 600 South Grand Avenue  Independence MO 64050 ,39.0868362,-94.4296642,IDP,"Independence, MO"
-9591334.985,4831415.581,TRAIN,,350 South Illinois Street,,Indianapolis,IN,46225, 350 South Illinois Street  Indianapolis IN 46225 ,39.7618099,-86.160514,IND,"Indianapolis, IN"
-13106056.32,3982807.991,TRAIN,,15215 Barranca Parkway,,Irvine,CA,92618, 15215 Barranca Parkway  Irvine CA 92618 ,33.6567497,-117.7325524,IRV,"Irvine, CA"
-10040009.71,3802862.223,TRAIN,,300 West Capitol Street,,Jackson,MS,39201, 300 West Capitol Street  Jackson MS 39201 ,32.3009964,-90.1910278,JAN,"Jackson, MS"
-9097462.519,3550632.286,TRAIN,,3570 Clifford Lane,,Jacksonville,FL,32209, 3570 Clifford Lane  Jacksonville FL 32209 ,30.3654819,-81.7239576,JAX,"Jacksonville, FL"
-10260307.75,4661527.588,TRAIN,,101 Jefferson Street,,Jefferson City,MO,65101, 101 Jefferson Street  Jefferson City MO 65101 ,38.5787935,-92.1700349,JEF,"Jefferson City, MO"
-9804880.136,5090038.858,TRAIN,,90 East Jefferson Street,,Joliet,IL,60432, 90 East Jefferson Street  Joliet IL 60432 ,41.5245315,-88.0788927,JOL,"Joliet, IL"
-9115082.179,3711649.469,TRAIN,,176 Northwest Broad Street,,Jesup,GA,31545, 176 Northwest Broad Street  Jesup GA 31545 ,31.6059006,-81.881888,JSP,"Jesup, GA"
-8785556.738,4913969.254,TRAIN,,47 Walnut Street,,Johnstown,PA,15901, 47 Walnut Street  Johnstown PA 15901 ,40.3297964,-78.9218407,JST,"Johnstown, PA"
-9395328.824,5198219.548,TRAIN,,501 East Michigan Avenue,,Jackson,MI,49201, 501 East Michigan Avenue  Jackson MI 49201 ,42.2479606,-84.3997425,JXN,"Jackson, MI"
-9527169.881,5205311.543,TRAIN,,459 North Burdick Street,,Kalamazoo,MI,49007, 459 North Burdick Street  Kalamazoo MI 49007 ,42.295004,-85.5839211,KAL,"Kalamazoo, MI"
-8975126.286,4231515.997,TRAIN,,201 South Main Street,,Kannapolis,NC,28081, 201 South Main Street  Kannapolis NC 28081 ,35.495981,-80.6246698,KAN,"Kannapolis, NC"
-10529169.22,4733794.611,TRAIN,Union Station,30 West Pershing Road,,Kansas City,MO,64108,Union Station 30 West Pershing Road  Kansas City MO 64108 ,39.0845636,-94.5858465,KCY,"Kansas City, MO"
-10010689.11,5048660.937,TRAIN,,210 West Third Street,,Kewanee,IL,61443, 210 West Third Street  Kewanee IL 61443 ,41.2459817,-89.9275679,KEE,"Kewanee, IL"
-13682615.98,5803177.389,TRAIN,,501 South First Avenue,,Kelso,WA,98626, 501 South First Avenue  Kelso WA 98626 ,46.1421993,-122.9132654,KEL,"Kelso-Longview, WA"
-13555593.22,5194820.487,TRAIN,,1600 Oak Avenue,,Klamath Falls,OR,97601, 1600 Oak Avenue  Klamath Falls OR 97601 ,42.2254674,-121.7718313,KFS,"Klamath Falls, OR"
-7966089.297,5083990.985,TRAIN,,1 Railroad Avenue,,West Kingston,RI,2892, 1 Railroad Avenue  West Kingston RI 2892 ,41.4839444,-71.5597505,KIN,"Kingston, RI"
-9061878.223,3286071.092,TRAIN,,111 East Dakin Avenue,,Kissimmee,FL,34741, 111 East Dakin Avenue  Kissimmee FL 34741 ,28.2937183,-81.4042227,KIS,"Kissimmee, FL"
-9781135.566,5029949.425,TRAIN,,199 South East Avenue,,Kankakee,IL,60901, 199 South East Avenue  Kankakee IL 60901 ,41.1191392,-87.865755,KKI,"Kankakee, IL"
-12696302.69,4189497.749,TRAIN,,402 Andy Devine,,Kingman,AZ,86401, 402 Andy Devine  Kingman AZ 86401 ,35.1883114,-114.0527949,KNG,"Kingman, AZ"
-8886526.843,3983759.271,TRAIN,,101 East Main St.,,Kingstree,SC,29556, 101 East Main St.  Kingstree SC 29556 ,33.6636228,-79.8291053,KTR,"Kingstree, SC"
-10064035.29,4661840.454,TRAIN,,110 West Argonne Drive,,Kirkwood,MO,63122, 110 West Argonne Drive  Kirkwood MO 63122 ,38.5809396,-90.4068049,KWD,"Kirkwood, MO"
-8837107.363,4912175.646,TRAIN,Amtrak Station,329 McKinley Avenue,,Latrobe,PA,15650,Amtrak Station 329 McKinley Avenue  Latrobe PA 15650 ,40.3181558,-79.3852548,LAB,"Latrobe, PA"
-9673208.052,4927070.2,TRAIN,Amtrak Station,200 North Second Street,,Lafayette,IN,47901,Amtrak Station 200 North Second Street  Lafayette IN 47901 ,40.4194336,-86.8961551,LAF,"Lafayette, IN"
-9781816.292,5133403.364,TRAIN,,25 West Burlington Avenue,,La Grange,IL,60525, 25 West Burlington Avenue  La Grange IL 60525 ,41.8157661,-87.8710464,LAG,"La Grange, IL"
-11526419.22,4577766.808,TRAIN,,1 West First Street,,La Junta,CO,81050, 1 West First Street  La Junta CO 81050 ,37.9883504,-103.5432101,LAJ,"La Junta, CO"
-9122841.246,3254725.159,TRAIN,To/from points north,600 East Main Street,,Lakeland,FL,33801,To/from points north 600 East Main Street  Lakeland FL 33801 ,28.0455608,-81.9518048,LAK,"Lakeland, FL"
-10296317.18,4870190.415,TRAIN,,535 North Owensby Street,,La Plata,MO,63549, 535 North Owensby Street  La Plata MO 63549 ,40.0291396,-92.4939023,LAP,"La Plata, MO"
-9921676.722,3722971.139,TRAIN,,230 North Maple Street,,Laurel,MS,39440, 230 North Maple Street  Laurel MS 39440 ,31.6923079,-89.1280551,LAU,"Laurel, MS"
-13162059.28,4036348.374,TRAIN,Union Station,800 North Alameda Street,,Los Angeles,CA,90012,Union Station 800 North Alameda Street  Los Angeles CA 90012 ,34.056219,-118.2365021,LAX,"Los Angeles, CA"
-10376873.81,3534196.283,TRAIN,,100 Ryan Street,,Lake Charles,LA,70601, 100 Ryan Street  Lake Charles LA 70601 ,30.2381393,-93.2175,LCH,"Lake Charles, LA"
-9947850.011,4887502.669,TRAIN,,103 North Chicago Street,,Lincoln,IL,62656, 103 North Chicago Street  Lincoln IL 62656 ,40.1478763,-89.3635878,LCN,"Lincoln, IL"
-12101211.81,3809351.661,TRAIN,,Center Street and East Motel Drive,,Lordsburg,NM,88045, Center Street and East Motel Drive  Lordsburg NM 88045 ,32.3483528,-108.7029743,LDB,"Lordsburg, NM"
-10506108.6,4709164.28,TRAIN,,217 SW Main Street,,Lee's Summit,MO,64063, 217 SW Main Street  Lee's Summit MO 64063 ,38.9125834,-94.3782651,LEE,"Lee's Summit, MO"
-8636171.614,4951806.864,TRAIN,Amtrak Station,150 Helen Street,,Lewistown,PA,17044,Amtrak Station 150 Helen Street  Lewistown PA 17044 ,40.5882076,-77.5803459,LEW,"Lewistown, PA"
-8933563.696,4276000.315,TRAIN,,29 South Railroad Street,,Lexington,NC,27292, 29 South Railroad Street  Lexington NC 27292 ,35.821115,-80.2515753,LEX,"Lexington Barbeque Festival, NC"
-10243010.09,3532704.539,TRAIN,,100 Lee Avenue,,Lafayette,LA,70501, 100 Lee Avenue  Lafayette LA 70501 ,30.226716,-92.0142725,LFT,"Lafayette, LA"
-12862845.14,6172796.735,TRAIN,,100 Mineral Avenue,,Libby,MT,59923, 100 Mineral Avenue  Libby MT 59923 ,48.3949386,-115.548857,LIB,"Libby, MT"
-9122841.246,3254725.159,TRAIN,To/from points south,600 East Main Street,,Lakeland,FL,33801,To/from points south 600 East Main Street  Lakeland FL 33801 ,28.0455608,-81.9518048,LKL,"Lakeland, FL"
-11423448.45,4592095.181,TRAIN,,109 E Beech Street,,Lamar,CO,81052, 109 E Beech Street  Lamar CO 81052 ,38.0897221,-102.6184143,LMR,"Lamar, CO"
-11786505.22,4229437.866,TRAIN,,152 Old Lamy Trail,,Lamy,NM,87540, 152 Old Lamy Trail  Lamy NM 87540 ,35.4808573,-105.8799726,LMY,"Lamy, NM"
-8494536.104,4873820.011,TRAIN,,53 McGovern Avenue,,Lancaster,PA,17602, 53 McGovern Avenue  Lancaster PA 17602 ,40.0545383,-76.3079591,LNC,"Lancaster, PA"
-10766061.75,4985221.546,TRAIN,,277 Pinnacle Arena Drive,,Lincoln,NE,68508, 277 Pinnacle Arena Drive  Lincoln NE 68508 ,40.8158468,-96.7139261,LNK,"Lincoln, NE"
-9406048.009,5269258.598,TRAIN,,1240 South Harrison Road,,East Lansing,MI,48823, 1240 South Harrison Road  East Lansing MI 48823 ,42.7189231,-84.4959165,LNS,"East Lansing, MI"
-13499926.16,4598260.489,TRAIN,,24 South Sacramento Street,,Lodi,CA,95240, 24 South Sacramento Street  Lodi CA 95240 ,38.1334473,-121.2716561,LOD,"Lodi, CA"
-8596196.203,4679952.473,TRAIN,Auto Train Station,8006 Lorton Road,,Lorton,VA,22079,Auto Train Station 8006 Lorton Road  Lorton VA 22079 ,38.7085828,-77.220836,LOR,"Lorton, VA"
-9273599.151,5319513.598,TRAIN,,73 Howard Street,,Lapeer,MI,48446, 73 Howard Street  Lapeer MI 48446 ,43.0494603,-83.3061702,LPE,"Lapeer, MI"
-13425688.7,4120845.699,TRAIN,,Ocean Ave and Park Rd,,Surf,CA,93437, Ocean Ave and Park Rd  Surf CA 93437 ,34.6827224,-120.6038153,LPS,"Lompoc-Surf, CA"
-10601015.96,4717543.182,TRAIN,,413 East 7th Street,,Lawrence,KS,66044, 413 East 7th Street  Lawrence KS 66044 ,38.9714079,-95.2307051,LRC,"Lawrence, KS"
-10273318.63,4130000.059,TRAIN,Union Station,1400 West Markham Street,,Little Rock,AR,72201,Union Station 1400 West Markham Street  Little Rock AR 72201 ,34.7503872,-92.2871472,LRK,"Little Rock, AR"
-10157603.53,5439659.962,TRAIN,,601 St. Andrew Street,,La Crosse,WI,54601, 601 St. Andrew Street  La Crosse WI 54601 ,43.8334087,-91.2469548,LSE,"La Crosse, WI"
-11712234.07,4244822.284,TRAIN,,500 Railroad Avenue at Lincoln,,Las Vegas,NM,87701, 500 Railroad Avenue at Lincoln  Las Vegas NM 87701 ,35.5934675,-105.2126703,LSV,"Las Vegas, NM"
-13499010.11,4550980.583,TRAIN,,17800 Shideler Parkway,,Manteca,CA,95330, 17800 Shideler Parkway  Manteca CA 95330 ,37.7985118,-121.2648304,LTM,"Lathrop-Manteca, CA"
-10545109.35,3828336.907,TRAIN,,905 Pacific Avenue,,Longview,TX,75602, 905 Pacific Avenue  Longview TX 75602 ,32.493358,-94.728873,LVW,"Longview, TX"
-13430026.38,6041638.152,TRAIN,Icicle Station,11645 North Road,,Leavenworth,WA,98826,Icicle Station 11645 North Road  Leavenworth WA 98826 ,47.6060305,-120.6432535,LWA,"Leavenworth, WA"
-8811709.904,4495912.617,TRAIN,,825 Kemper Street,,Lynchburg,VA,24501, 825 Kemper Street  Lynchburg VA 24501 ,37.4064294,-79.157102,LYH,"Lynchburg, VA"
