X,Y,stntype,name,address1,address2,city,state,zipcode,Full_Address,Latitude,Longitude,code,stationnam
-10093443.59,4933193.543,TRAIN,,120 East Calhoun Street,,Macomb,IL,61455, 120 East Calhoun Street  Macomb IL 61455 ,40.4613496,-90.6709674,MAC,"Macomb, IL"
-12008284.41,6167037.467,TRAIN,,51 South 1st Street East,,Malta,MT,59538, 51 South 1st Street East  Malta MT 59538 ,48.3604752,-107.8723632,MAL,"Malta, MT"
-9837976.967,4791057.354,TRAIN,,1718 Broadway Avenue,,Mattoon,IL,61938, 1718 Broadway Avenue  Mattoon IL 61938 ,39.4830269,-88.3758911,MAT,"Mattoon, IL"
-9325353.783,4671967.6,TRAIN,,West Front Street & Rosemary Clooney Street,,Maysville,KY,41056, West Front Street & Rosemary Clooney Street  Maysville KY 41056 ,38.6520483,-83.7712302,MAY,"Maysville, KY"
-10068997.09,3664539.44,TRAIN,,114 North Railroad Avenue,,McComb,MS,39648, 114 North Railroad Avenue  McComb MS 39648 ,31.2445453,-90.4512318,MCB,"McComb, MS"
-13411418.02,4482011.774,TRAIN,,324 West 24th Street,,Merced,CA,95340, 324 West 24th Street  Merced CA 95340 ,37.3073335,-120.4767827,MCD,"Merced, CA"
-10843048.69,3690462.398,TRAIN,,1 Amtrak Boulevard,,McGregor,TX,76657, 1 Amtrak Boulevard  McGregor TX 76657 ,31.4434332,-97.4047425,MCG,"McGregor, TX"
-9674263.82,5119294.321,TRAIN,,100 Washington Street,,Michigan City,IN,46360, 100 Washington Street  Michigan City IN 46360 ,41.7211289,-86.9054355,MCI,"Michigan City, IN"
-11201612.94,4894704.602,TRAIN,,101 Norris Avenue,,McCook,NE,69001, 101 Norris Avenue  McCook NE 69001 ,40.1975275,-100.6255059,MCK,"McCook, NE"
-8104134.528,5092230.597,TRAIN,,60 State Street,,Meriden,CT,6450, 60 State Street  Meriden CT 6450 ,41.5388032,-72.8013829,MDN,"Meriden, CT"
-13366687.05,4442240.121,TRAIN,,18770 Road 26,,Madera,CA,93638, 18770 Road 26  Madera CA 93638 ,37.0225649,-120.0751331,MDR,"Madera, CA"
-9920562.16,5093747.436,TRAIN,,783 Main Street,,Mendota,IL,61342, 783 Main Street  Mendota IL 61342 ,41.5497166,-89.1179242,MDT,"Mendota, IL"
-9873657.38,3811209.363,TRAIN,Union Station,1901 Front Street,,Meridian,MS,39301,Union Station 1901 Front Street  Meridian MS 39301 ,32.3639846,-88.6964846,MEI,"Meridian, MS"
-10025334.81,4181897.141,TRAIN,Central Station,545 South Main Street,Main and Carolina Entrance,Memphis,TN,38103,Central Station 545 South Main Street Main and Carolina Entrance Memphis TN 38103 ,35.1320698,-90.0593765,MEM,"Memphis, TN"
-8274331.502,4948838.485,TRAIN,,100 Middlesex-Essex Turnpike,,Iselin,NJ,8830, 100 Middlesex-Essex Turnpike  Iselin NJ 8830 ,40.5680011,-74.3282034,MET,"Metropark, NJ"
-10504886.6,3835930.522,TRAIN,,800 North Washington Street,,Marshall,TX,75670, 800 North Washington Street  Marshall TX 75670 ,32.551786,-94.3541505,MHL,"Marshall, TX"
-8934253.165,2980460.044,TRAIN,,8303 NW 37th Avenue,,Miami,FL,33147, 8303 NW 37th Avenue  Miami FL 33147 ,25.8495533,-80.2580065,MIA,"Miami, FL"
-8541649.757,4893966.642,TRAIN,,Union Street and Mill Street,,Middletown,PA,17057, Union Street and Mill Street  Middletown PA 17057 ,40.1933124,-76.7317199,MID,"Middletown, PA"
-10629798.79,3850532.818,TRAIN,,115 East Front Street,,Mineola,TX,75773, 115 East Front Street  Mineola TX 75773 ,32.6620859,-95.4890667,MIN,"Mineola, TX"
-8516324.564,4881819.715,TRAIN,,25 South Market Street,,Mount Joy,PA,17552, 25 South Market Street  Mount Joy PA 17552 ,40.1090299,-76.5034212,MJY,"Mount Joy, PA"
-9787695.534,5302933.561,TRAIN,General Mitchell Int'l Airport,5601 South 6th Street,,Milwaukee,WI,53221,General Mitchell Int'l Airport 5601 South 6th Street  Milwaukee WI 53221 ,42.9405723,-87.9247385,MKA,"Milwaukee Airport-Trains, WI"
-9786887.912,5317228.538,TRAIN,Intermodal Station,433 West St. Paul Avenue,,Milwaukee,WI,53203,Intermodal Station 433 West St. Paul Avenue  Milwaukee WI 53203 ,43.0344507,-87.9175649,MKE,"Milwaukee-Downtown, WI"
-10049071.8,4063529.38,TRAIN,,285 Cherry St,,Marks,MS,38646, 285 Cherry St  Marks MS 38646 ,34.258524,-90.2723836,MKS,"Marks, MS"
-9052950.006,4604991.354,TRAIN,,Third Avenue and Washington Street,,Montgomery,WV,25136, Third Avenue and Washington Street  Montgomery WV 25136 ,38.1807527,-81.3239602,MNG,"Montgomery, WV"
-13459965.35,4532765.382,TRAIN,,1700 Held Drive,,Modesto,CA,95355, 1700 Held Drive  Modesto CA 95355 ,37.6689891,-120.912752,MOD,"Modesto, CA"
-11276504.95,6146222.188,TRAIN,,400 1st Avenue S.W.,,Minot,ND,58701, 400 1st Avenue S.W.  Minot ND 58701 ,48.2361133,-101.2986811,MOT,"Minot, ND"
-13233446.36,4067103.381,TRAIN,,300 High Street,,Moorpark,CA,93021, 300 High Street  Moorpark CA 93021 ,34.2848664,-118.8780516,MPK,"Moorpark, CA"
-8082506.945,5505107.003,TRAIN,,297 Junction Road,,Montpelier,VT,5602, 297 Junction Road  Montpelier VT 5602 ,44.2563836,-72.6066961,MPR,"Montpelier-Berlin, VT"
-8678580.672,4787586.537,TRAIN,,229 East Martin Street,,Martinsburg,WV,25401, 229 East Martin Street  Martinsburg WV 25401 ,39.4585954,-77.9608819,MRB,"Martinsburg, WV"
-12473031.46,3902777.781,TRAIN,,19427 North John Wayne Parkway,,Maricopa,AZ,85139, 19427 North John Wayne Parkway  Maricopa AZ 85139 ,33.0561582,-112.0475206,MRC,"Maricopa, AZ"
-10362215.18,5613286.8,TRAIN,Union Depot,240 Kellogg Boulevard East,,St. Paul,MN,55101,Union Depot 240 Kellogg Boulevard East  St. Paul MN 55101 ,44.94703,-93.0854459,MSP,"St. Paul-Minneapolis, MN"
-8624208.092,4685937.316,TRAIN,,9431 West Street,,Manassas,VA,20110, 9431 West Street  Manassas VA 20110 ,38.750134,-77.4727294,MSS,"Manassas, VA"
-10191386.08,5008092.604,TRAIN,,418 North Adams Street,,Mount Pleasant,IA,52641, 418 North Adams Street  Mount Pleasant IA 52641 ,40.9712103,-91.5504888,MTP,"Mount Pleasant, IA"
-8189303.904,5700611.027,TRAIN,Gare Centrale / Central Station,895 rue de la Gauchetiere ouest,,Montreal,QC,H3B 4G1,Gare Centrale / Central Station 895 rue de la Gauchetiere ouest  Montreal QC H3B 4G1 ,45.5001121,-73.5665224,MTR,"Montreal, QC"
-13596428.71,4582099.765,TRAIN,,601 Marina Vista Avenue,,Martinez,CA,94553, 601 Marina Vista Avenue  Martinez CA 94553 ,38.0190895,-122.1388315,MTZ,"Martinez, CA"
-10332009.96,4077984.651,TRAIN,,200 East First Street,,Malvern,AR,72104, 200 East First Street  Malvern AR 72104 ,34.3656614,-92.8137611,MVN,"Malvern, AR"
-13618242.42,6176758.8,TRAIN,,105 East Kincaid Street,,Mount Vernon,WA,98273, 105 East Kincaid Street  Mount Vernon WA 98273 ,48.4185933,-122.3349576,MVW,"Mount Vernon, WA"
-8010894.961,5064244.22,TRAIN,,2 Roosevelt Avenue,,Mystic,CT,6355, 2 Roosevelt Avenue  Mystic CT 6355 ,41.3514414,-71.9632425,MYS,"Mystic, CT"
-8287320.487,4938361.228,TRAIN,,French and Albany Streets,,New Brunswick,NJ,8901, French and Albany Streets  New Brunswick NJ 8901 ,40.4956355,-74.4475151,NBK,"New Brunswick, NJ"
-9936630.414,4316142.261,TRAIN,,108 Jefferson St,,Newbern,TN,38059, 108 Jefferson St  Newbern TN 38059 ,36.1125342,-89.2624417,NBN,"Newbern-Dyersburg, TN"
-9656496.891,5130569.178,TRAIN,,226 North Whittaker Street,,New Buffalo,MI,49117, 226 North Whittaker Street  New Buffalo MI 49117 ,41.7964959,-86.7460496,NBU,"New Buffalo, MI"
-8557295.819,4714240.898,TRAIN,,4300 Garden City Drive,,New Carrollton,MD,20784, 4300 Garden City Drive  New Carrollton MD 20784 ,38.9484629,-76.8719272,NCR,"New Carrollton, MD"
-12757903.78,4142243.234,TRAIN,,950 Front Street,,Needles,CA,92363, 950 Front Street  Needles CA 92363 ,34.8409004,-114.6063667,NDL,"Needles, CA"
-10836384.04,4586065.013,TRAIN,,414 North Main Street,,Newton,KS,67114, 414 North Main Street  Newton KS 67114 ,38.0471419,-97.3444822,NEW,"Newton, KS"
-8491027.403,4417317.377,TRAIN,,280 Park Avenue,,Norfolk,VA,23510, 280 Park Avenue  Norfolk VA 23510 ,36.8434974,-76.2761063,NFK,"Norfolk, VA"
-8800393.429,5328717.253,TRAIN,,825 Depot Avenue West,,Niagara Falls,NY,14305, 825 Depot Avenue West  Niagara Falls NY 14305 ,43.1098877,-79.0549276,NFL,"Niagara Falls, NY"
-8801285.655,5328538.544,TRAIN,,4267 Bridge Street,,Niagara Falls,ON,L2E 2R6, 4267 Bridge Street  Niagara Falls ON L2E 2R6 ,43.1087882,-79.0633085,NFS,"Niagara Falls, ON"
-8084731.651,5208864.44,TRAIN,,170 Pleasant Street,,Northampton,MA,1060, 170 Pleasant Street  Northampton MA 1060 ,42.3188531,-72.6264399,NHT,"Northampton, MA"
-8118159.896,5056355.33,TRAIN,Union Station,50 Union Avenue,,New Haven,CT,6519,Union Station 50 Union Avenue  New Haven CT 6519 ,41.2976504,-72.9266318,NHV,"New Haven, CT"
-10221780.34,3504632.249,TRAIN,,402 West Washington Street,,New Iberia,LA,70560, 402 West Washington Street  New Iberia LA 70560 ,30.0084647,-91.8239291,NIB,"New Iberia, LA"
-8025381.194,5064738.49,TRAIN,Union Station,27 Water Street,,New London,CT,6320,Union Station 27 Water Street  New London CT 6320 ,41.3541878,-72.0931392,NLC,"New London, CT"
-9601570.725,5136656.762,TRAIN,,598 Dey Street,,Niles,MI,49120, 598 Dey Street  Niles MI 49120 ,41.8373246,-86.2523252,NLS,"Niles, MI"
-10027470.11,3496622.149,TRAIN,Union Passenger Terminal,1001 Loyola Avenue,,New Orleans,LA,70113,Union Passenger Terminal 1001 Loyola Avenue  New Orleans LA 70113 ,29.9462348,-90.0786902,NOL,"New Orleans, LA"
-10847307.46,4193814.399,TRAIN,,200 South Jones Avenue,,Norman,OK,73069, 200 South Jones Avenue  Norman OK 73069 ,35.2199095,-97.4428891,NOR,"Norman, OK"
-8510594.594,4442276.704,TRAIN,,9304 Warwick Boulevard,,Newport News,VA,23601, 9304 Warwick Boulevard  Newport News VA 23601 ,37.0228069,-76.4518575,NPN,"Newport News, VA"
-9812312.498,5128009.883,TRAIN,,105 E. Fourth Ave.,,Naperville,IL,60540, 105 E. Fourth Ave.  Naperville IL 60540 ,41.7798754,-88.1459757,NPV,"Naperville, IL"
-8432842.709,4818058.567,TRAIN,,10 Mopar Drive,,Newark,DE,19713, 10 Mopar Drive  Newark DE 19713 ,39.6697388,-75.7535302,NRK,"Newark, DE"
-8213634.088,4999290.69,TRAIN,,1 Railroad Plaza,,New Rochelle,NY,10801, 1 Railroad Plaza  New Rochelle NY 10801 ,40.9122131,-73.7838972,NRO,"New Rochelle, NY"
-8761544.64,4272341.818,TRAIN,,1025 Blue Ridge Road,,North Carolina State Fair,NC,27607, 1025 Blue Ridge Road  North Carolina State Fair NC 27607 ,35.7940226,-78.7062868,NSF,"North Carolina State Fair, NC"
-8255982.372,4973290.474,TRAIN,Penn Station,1 Raymond Plaza West,,Newark,NJ,7102,Penn Station 1 Raymond Plaza West  Newark NJ 7102 ,40.7345989,-74.1639867,NWK,"Newark, NJ"
-8237025.659,4975585.626,TRAIN,Moynihan Train Hall at Penn Sta.,351 West 31st Street,,New York,NY,10001,Moynihan Train Hall at Penn Sta. 351 West 31st Street  New York NY 10001 ,40.7517137,-73.9957489,NYP,"New York, NY"
-13603036.97,4544521.68,TRAIN,Coliseum/Airport Station,700 73rd Avenue,,Oakland,CA,94621,Coliseum/Airport Station 700 73rd Avenue  Oakland CA 94621 ,37.752481,-122.198218,OAC,"Oakland, CA"
-10855070.44,4227321.538,TRAIN,,100 South E.K. Gaylord Boulevard,,Oklahoma City,OK,73102, 100 South E.K. Gaylord Boulevard  Oklahoma City OK 73102 ,35.464182,-97.5132935,OKC,"Oklahoma City, OK"
-8998045.156,3154975.229,TRAIN,,801 North Parrott Avenue,,Okeechobee,FL,34972, 801 North Parrott Avenue  Okeechobee FL 34972 ,27.2519111,-80.8302856,OKE,"Okeechobee, FL"
-13611221.18,4550347.477,TRAIN,Jack London Square Station,245 Second Street,,Oakland,CA,94607,Jack London Square Station 245 Second Street  Oakland CA 94607 ,37.7937975,-122.2714882,OKJ,"Oakland, CA"
-8870203.688,5381547.654,TRAIN,,200 Cross Avenue,,Oakville,ON,L6J 2W6, 200 Cross Avenue  Oakville ON L6J 2W6 ,43.4551648,-79.683186,OKL,"Oakville, ON"
-13046653.77,3862865.121,TRAIN,Old Town Transportation Center,4005 Taylor Street,,San Diego,CA,92110,Old Town Transportation Center 4005 Taylor Street  San Diego CA 92110 ,32.7552304,-117.1995263,OLT,"San Diego, CA"
-13669373.77,5940650.624,TRAIN,,6600 Yelm Highway SE,,Lacey,WA,98513, 6600 Yelm Highway SE  Lacey WA 98513 ,46.9913706,-122.7939031,OLW,"Olympia-Lacey, WA"
-10678729.36,5049262.441,TRAIN,,1003 South 9th Street,,Omaha,NE,68108, 1003 South 9th Street  Omaha NE 68108 ,41.2497909,-95.9272259,OMA,"Omaha, NE"
-13096691.46,4037086.735,TRAIN,,198 East Emporia Street,,Ontario,CA,91764, 198 East Emporia Street  Ontario CA 91764 ,34.0616303,-117.6495922,ONA,"Ontario, CA"
-7834245.579,5390589.44,TRAIN,,11 First Street,,Old Orchard Beach,ME,4064, 11 First Street  Old Orchard Beach ME 4064 ,43.5142714,-70.3761953,ORB,"Old Orchard Beach, ME"
-13647317.55,5679349.91,TRAIN,,1757 Washington Street,,Oregon City,OR,97045, 1757 Washington Street  Oregon City OR 97045 ,45.3661689,-122.5959431,ORC,"Oregon City, OR"
-9059349.267,3315444.978,TRAIN,,1400 Sligh Boulevard,,Orlando,FL,32806, 1400 Sligh Boulevard  Orlando FL 32806 ,28.5266452,-81.3820375,ORL,"Orlando, FL"
-8056950.632,5056751.846,TRAIN,,455 Boston Post Road,,Old Saybrook,CT,6475, 455 Boston Post Road  Old Saybrook CT 6475 ,41.3004096,-72.3771269,OSB,"Old Saybrook, CT"
-10437861.08,5017818.893,TRAIN,,Main & East Clay Streets,,Osceola,IA,50213, Main & East Clay Streets  Osceola IA 50213 ,41.037178,-93.7649963,OSC,"Osceola, IA"
-13066619.71,3920885.717,TRAIN,,235 South Tremont Street,,Oceanside,CA,92054, 235 South Tremont Street  Oceanside CA 92054 ,33.193086,-117.3790824,OSD,"Oceanside, CA"
-10287583.62,5015118.365,TRAIN,,210 West Main Street,,Ottumwa,IA,52501, 210 West Main Street  Ottumwa IA 52501 ,41.0187964,-92.4151203,OTM,"Ottumwa, IA"
-13266610.56,4055587.352,TRAIN,,201 East Fourth Street,,Oxnard,CA,93030, 201 East Fourth Street  Oxnard CA 93030 ,34.1993077,-119.1763131,OXN,"Oxnard, CA"
-9088176.019,3458606.122,TRAIN,,220 North 11th Street,,Palatka,FL,32177, 220 North 11th Street  Palatka FL 32177 ,29.649739,-81.6406244,PAK,"Palatka, FL"
-8402813.935,4872158.294,TRAIN,,13 Lancaster Avenue,,Paoli,PA,19301, 13 Lancaster Avenue  Paoli PA 19301 ,40.0421333,-75.4810263,PAO,"Paoli, PA"
-8451612.296,4860013.368,TRAIN,,501 Maple Street,,Parkesburg,PA,19365, 501 Maple Street  Parkesburg PA 19365 ,39.9590945,-75.9223424,PAR,"Parkesburg, PA"
-10062541.37,4404873.053,TRAIN,,400 South Main Street,,Poplar Bluff,MO,63901, 400 South Main Street  Poplar Bluff MO 63901 ,36.7539041,-90.3934147,PBF,"Poplar Bluff, MO"
-9959400.983,5069325.484,TRAIN,,107 Bicentennial Drive,,Princeton,IL,61356, 107 Bicentennial Drive  Princeton IL 61356 ,41.3852612,-89.4669248,PCT,"Princeton, IL"
-13656321.19,5705146.755,TRAIN,Union Station,800 NW Sixth Avenue,,Portland,OR,97209,Union Station 800 NW Sixth Avenue  Portland OR 97209 ,45.5290829,-122.6767744,PDX,"Portland, OR"
-8904703.252,4930783.601,TRAIN,Union Station,1100 Liberty Avenue,,Pittsburgh,PA,15222,Union Station 1100 Liberty Avenue  Pittsburgh PA 15222 ,40.4446786,-79.9915525,PGH,"Pittsburgh, PA"
-8369115.399,4859495.638,TRAIN,William H Gray III 30th St. Sta.,2955 Market Street,,Philadelphia,PA,19104,William H Gray III 30th St. Sta. 2955 Market Street  Philadelphia PA 19104 ,39.9557799,-75.1819683,PHL,"Philadelphia, PA"
-8366229.218,4865475.542,TRAIN,,2900 North Broad Street,,Philadelphia,PA,19132, 2900 North Broad Street  Philadelphia PA 19132 ,39.9973546,-75.1553817,PHN,"North Philadelphia, PA"
-9983161.493,3571163.585,TRAIN,,200 Highway 11 South,at Tate Street,Picayune,MS,39466, 200 Highway 11 South at Tate Street Picayune MS 39466 ,30.5248214,-89.6805924,PIC,"Picayune, MS"
-8154575.861,5228863.79,TRAIN,,1 Columbus Avenue,,Pittsfield,MA,1201, 1 Columbus Avenue  Pittsfield MA 1201 ,42.4514342,-73.2539845,PIT,"Pittsfield, MA"
-8307103.19,4911948.649,TRAIN,,2 Wallace Circle,,Princeton Junction,NJ,8550, 2 Wallace Circle  Princeton Junction NJ 8550 ,40.3163507,-74.6228833,PJC,"Princeton Junction, NJ"
-8176003.106,5573904.62,TRAIN,,Bridge and Dock Streets,,Plattsburgh,NY,12901, Bridge and Dock Streets  Plattsburgh NY 12901 ,44.6967124,-73.4464797,PLB,"Plattsburgh, NY"
-9856036.022,5110540.76,TRAIN,,101 West Main Street,,Plano,IL,60545, 101 West Main Street  Plano IL 60545 ,41.6620834,-88.5381684,PLO,"Plano, IL"
-9272059.709,5256243.089,TRAIN,,51000 Woodward Avenue,,Pontiac,MI,48342, 51000 Woodward Avenue  Pontiac MI 48342 ,42.6326293,-83.2921966,PNT,"Pontiac, MI"
-9959491.4,5395618.297,TRAIN,,400 West Oneida Street,,Portage,WI,53901, 400 West Oneida Street  Portage WI 53901 ,43.5470273,-89.467091,POG,"Portage, WI"
-8177391.144,5471991.455,TRAIN,,20 Park Place,,Port Henry,NY,12974, 20 Park Place  Port Henry NY 12974 ,44.0423392,-73.458803,POH,"Port Henry, NY"
-9867048.409,4994465.58,TRAIN,,711 West Water Street,,Pontiac,IL,61764, 711 West Water Street  Pontiac IL 61764 ,40.878761,-88.637025,PON,"Pontiac, IL"
-7824787.094,5412069.384,TRAIN,,100 Thompson's Point Road,,Portland,ME,4102, 100 Thompson's Point Road  Portland ME 4102 ,43.6539569,-70.2912346,POR,"Portland, ME"
-13107940.52,4036757.794,TRAIN,,100 West Commercial Street,,Pomona,CA,91768, 100 West Commercial Street  Pomona CA 91768 ,34.058725,-117.7514994,POS,"Pomona, CA"
-8230683.903,5117199.622,TRAIN,,41 Main Street,,Poughkeepsie,NY,12601, 41 Main Street  Poughkeepsie NY 12601 ,41.7056873,-73.9369972,POU,"Poughkeepsie, NY"
-13434912.54,4248827.238,TRAIN,,800 Pine Street,,Paso Robles,CA,93446, 800 Pine Street  Paso Robles CA 93446 ,35.6226739,-120.6877702,PRB,"Paso Robles, CA"
-9023635.565,4559188.161,TRAIN,,5034 Stanaford Road,,Prince,WV,25907, 5034 Stanaford Road  Prince WV 25907 ,37.856506,-81.0606181,PRC,"Prince, WV"
-8171244.418,5546907.478,TRAIN,,NY 373 and Lake Street,near Burlington-Port Kent ferry dock,Port Kent,NY,12975, NY 373 and Lake Street near Burlington-Port Kent ferry dock Port Kent NY 12975 ,44.5269193,-73.4039041,PRK,"Port Kent, NY"
-12430381.02,4898833.143,TRAIN,,300 West 600 South,,Provo,UT,84601, 300 West 600 South  Provo UT 84601 ,40.2258945,-111.6640364,PRO,"Provo, UT"
-13256786.91,5818413.196,TRAIN,,535 North 1st Avenue,,Pasco,WA,99301, 535 North 1st Avenue  Pasco WA 99301 ,46.2369156,-119.0875201,PSC,"Pasco, WA"
-12974055.65,4015046.525,TRAIN,Amtrak Station,North Indian Canyon Drive and Palm Springs Station Road,,Palm Springs,CA,92262,Amtrak Station North Indian Canyon Drive and Palm Springs Station Road  Palm Springs CA 92262 ,33.8977419,-116.5481285,PSN,"Palm Springs, CA"
-8619334.179,4472841.243,TRAIN,,3516 South Street,,Petersburg,VA,23803, 3516 South Street  Petersburg VA 23803 ,37.2416398,-77.4288964,PTB,"Petersburg, VA"
-9177602.869,5305950.419,TRAIN,,2223 16th Street,,Port Huron,MI,48060, 2223 16th Street  Port Huron MI 48060 ,42.9604991,-82.4437292,PTH,"Port Huron, MI"
-10837778.84,4165517.333,TRAIN,,East Main Street and North Santa Fe Avenue,,Purcell,OK,73080, East Main Street and North Santa Fe Avenue  Purcell OK 73080 ,35.012033,-97.357416,PUR,"Purcell, OK"
-7949712.082,5135473.274,TRAIN,Amtrak/MBTA Station,100 Gaspee Street,,Providence,RI,2903,Amtrak/MBTA Station 100 Gaspee Street  Providence RI 2903 ,41.8292499,-71.4132827,PVD,"Providence, RI"
-10822310.33,4128839.939,TRAIN,,South Santa Fe Street and East Paul Avenue,,Pauls Valley,OK,73075, South Santa Fe Street and East Paul Avenue  Pauls Valley OK 73075 ,34.741411,-97.2188546,PVL,"Pauls Valley, OK"
-8604220.669,4653415.937,TRAIN,,550 Railroad Avenue,,Quantico,VA,22134, 550 Railroad Avenue  Quantico VA 22134 ,38.5213852,-77.2936358,QAN,"Quantico, VA"
-10171098.42,4859705.814,TRAIN,,North 30th Street and Wisman Lane,,Quincy,IL,62301, North 30th Street and Wisman Lane  Quincy IL 62301 ,39.957231,-91.3675498,QCY,"Quincy, IL"
-11625973.37,4425327.298,TRAIN,,201 South First Street,,Raton,NM,87740, 201 South First Street  Raton NM 87740 ,36.9009664,-104.4379645,RAT,"Raton, NM"
-13624769.14,4951115.443,TRAIN,Amtrak Station,1620 Yuba Street,,Redding,CA,96001,Amtrak Station 1620 Yuba Street  Redding CA 96001 ,40.5837272,-122.3933311,RDD,"Redding, CA"
-10301179.9,5553488.577,TRAIN,,420 Levee Street,,Red Wing,MN,55066, 420 Levee Street  Red Wing MN 55066 ,44.5663303,-92.5370877,RDW,"Red Wing, MN"
-9702064.304,5003980.358,TRAIN,,776 North Cullen Street,,Rensselaer,IN,47978, 776 North Cullen Street  Rensselaer IN 47978 ,40.943281,-87.155121,REN,"Rensselaer, IN"
-8755031.558,4270009.79,TRAIN,Union Station,510 West Martin Street,,Raleigh,NC,27603,Union Station 510 West Martin Street  Raleigh NC 27603 ,35.7772979,-78.6475134,RGH,"Raleigh, NC"
-8232218.778,5149205.999,TRAIN,,455 Rhinecliff Road,,Rhinecliff,NY,12574, 455 Rhinecliff Road  Rhinecliff NY 12574 ,41.9212641,-73.9514219,RHI,"Rhinecliff, NY"
-13620400.92,4570495.541,TRAIN,,1700 Nevin Avenue,,Richmond,CA,94801, 1700 Nevin Avenue  Richmond CA 94801 ,37.9372561,-122.3530529,RIC,"Richmond, CA"
-13065568.64,4025536.227,TRAIN,,4066 Vine Street,,Riverside,CA,92507, 4066 Vine Street  Riverside CA 92507 ,33.9761238,-117.369216,RIV,"Riverside, CA"
-8587853.141,4733790.572,TRAIN,,307 South Stonestreet Avenue,,Rockville,MD,20850, 307 South Stonestreet Avenue  Rockville MD 20850 ,39.0845077,-77.1460784,RKV,"Rockville, MD"
-13496075.85,4691779.766,TRAIN,,Rocklin Rd. and Railroad Ave.,,Rocklin,CA,95677, Rocklin Rd. and Railroad Ave.  Rocklin CA 95677 ,38.7912937,-121.2371932,RLN,"Rocklin, CA"
-8660417.866,4292094.737,TRAIN,,101 Coastline Street,,Rocky Mount,NC,27804, 101 Coastline Street  Rocky Mount NC 27804 ,35.9379504,-77.7976305,RMT,"Rocky Mount, NC"
-8899080.256,4477254.997,TRAIN,,55 Norfolk Avenue SW,,Roanoke,VA,24011, 55 Norfolk Avenue SW  Roanoke VA 24011 ,37.2732122,-79.9413831,RNK,"Roanoke, VA"
-13337425.97,4797663.689,TRAIN,,280 North Center Street,,Reno,NV,89501, 280 North Center Street  Reno NV 89501 ,39.5287411,-119.8114917,RNO,"Reno, NV"
-8639289.696,5336879.145,TRAIN,Louise M. Slaughter Station,320 Central Avenue,,Rochester,NY,14605,Louise M. Slaughter Station 320 Central Avenue  Rochester NY 14605 ,43.1635068,-77.6081859,ROC,"Rochester, NY"
-8399051.359,5342377.12,TRAIN,,6599 Martin Street,,Rome,NY,13440, 6599 Martin Street  Rome NY 13440 ,43.1995241,-75.4499945,ROM,"Rome, NY"
-9255883.31,5234429.619,TRAIN,,202 South Sherman Drive,,Royal Oak,MI,48069, 202 South Sherman Drive  Royal Oak MI 48069 ,42.4884066,-83.1475432,ROY,"Royal Oak, MI"
-8089082.03,5453442.315,TRAIN,,South Main and Salisbury Streets,,Randolph,VT,5060, South Main and Salisbury Streets  Randolph VT 5060 ,43.9227641,-72.664886,RPH,"Randolph, VT"
-8167632.882,5620715.337,TRAIN,,68 Pratt Street,,Rouses Point,NY,12979, 68 Pratt Street  Rouses Point NY 12979 ,44.9949627,-73.3715468,RSP,"Rouses Point, NY"
-13501529.06,4685927.234,TRAIN,,201 Pacific Street,,Roseville,CA,95678, 201 Pacific Street  Roseville CA 95678 ,38.7495518,-121.286743,RSV,"Roseville, CA"
-7920147.399,5192526.187,TRAIN,,50 University Avenue,,Westwood,MA,2090, 50 University Avenue  Westwood MA 2090 ,42.2111905,-71.148665,RTE,"Route 128, MA"
